,flightNumber,departureAirportFsCode,arrivalAirportFsCode,delay_time,aircraft_model,tailnumber,flights_time,departureTerminal,arrivalTerminal,departureAirportLat,departureAirportLon,arrivalAirportLat,arrivalAirportLon,departureAirportWeather,arrivalAirportWeather,is_crestian_holiday,departureDate_year,departureDate_month,departureDate_day,departureDate_hour,departureDate_minute,arrivalDate_year,arrivalDate_month,arrivalDate_day,arrivalDate_hour,arrivalDate_minute
880,317,TLV,LHR,17,789,4X-EDL,266,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,3,0,2021,11,14,13,15,2021,11,14,18,45
881,318,LHR,TLV,1,789,4X-EDL,256,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,0,0,2021,11,14,20,20,2021,11,15,1,5
882,323,TLV,CDG,3,789,4X-EDL,250,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2021,11,15,7,0,2021,11,15,12,0
883,324,CDG,TLV,0,789,4X-EDL,233,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,0,0,2021,11,15,13,45,2021,11,15,18,0
884,323,TLV,CDG,28,789,4X-EDL,244,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,1,3,0,2021,11,17,7,0,2021,11,17,12,0
885,324,CDG,TLV,0,789,4X-EDL,232,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,2,0,0,2021,11,17,13,45,2021,11,17,18,0
886,323,TLV,CDG,0,789,4X-EDL,250,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,2,3,0,2021,11,18,7,0,2021,11,18,12,0
887,324,CDG,TLV,13,789,4X-EDL,238,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,1,51,0,2021,11,18,13,45,2021,11,18,18,0
888,973,TLV,DXB,0,789,4X-EDL,158,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,1,0,0,2021,11,21,10,30,2021,11,21,13,30
889,974,DXB,TLV,75,789,4X-EDL,180,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,0,1,0,2021,11,21,15,0,2021,11,21,18,35
890,5,TLV,LAX,14,789,4X-EDL,878,TLV_TLV_TLV_TLV_TLV_TLV_3,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,32.000454,34.870743,33.943398,-118.40828,1,0,0,2021,11,21,23,5,2021,11,22,14,0
891,6,LAX,TLV,11,789,4X-EDL,802,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,TLV_TLV_TLV_TLV_TLV_TLV_3,33.943398,-118.40828,32.000454,34.870743,0,0,0,2021,11,22,22,0,2021,11,23,12,0
892,323,TLV,CDG,3,789,4X-EDL,268,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2021,11,28,7,0,2021,11,28,12,0
893,324,CDG,TLV,8,789,4X-EDL,219,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,2,0,0,2021,11,28,13,45,2021,11,28,18,0
894,5,TLV,LAX,47,789,4X-EDL,879,TLV_TLV_TLV_TLV_TLV_TLV_3,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,32.000454,34.870743,33.943398,-118.40828,51,0,0,2021,11,30,23,5,2021,12,1,14,0
895,6,LAX,TLV,45,789,4X-EDL,822,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,TLV_TLV_TLV_TLV_TLV_TLV_3,33.943398,-118.40828,32.000454,34.870743,0,3,0,2021,12,1,22,0,2021,12,2,12,0
896,325,TLV,CDG,2,789,4X-EDL,268,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,2,0,0,2021,12,2,14,50,2021,12,2,19,55
897,326,CDG,TLV,3,789,4X-EDL,222,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,0,1,0,2021,12,2,21,30,2021,12,3,1,55
898,323,TLV,CDG,1,789,4X-EDL,254,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,53,0,2021,12,5,7,0,2021,12,5,12,0
899,324,CDG,TLV,32,789,4X-EDL,226,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,51,1,0,2021,12,5,13,45,2021,12,5,18,0
900,5,TLV,LAX,18,789,4X-EDL,866,TLV_TLV_TLV_TLV_TLV_TLV_3,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,32.000454,34.870743,33.943398,-118.40828,1,1,0,2021,12,5,23,5,2021,12,6,14,0
901,6,LAX,TLV,3,789,4X-EDL,798,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,TLV_TLV_TLV_TLV_TLV_TLV_3,33.943398,-118.40828,32.000454,34.870743,2,1,0,2021,12,6,22,0,2021,12,7,12,0
902,1,TLV,JFK,43,789,4X-EDL,706,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,0,3,0,2021,12,7,22,45,2021,12,8,10,45
903,2,JFK,TLV,0,789,4X-EDL,562,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,3,51,0,2021,12,8,23,0,2021,12,9,9,20
904,8,JFK,TLV,53,789,4X-EDL,567,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,0,1,0,2021,12,9,4,50,2021,12,9,15,10
905,7,TLV,JFK,1,789,4X-EDL,693,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,3,2,0,2021,12,9,11,30,2021,12,9,23,30
906,8,JFK,TLV,84,789,4X-EDL,581,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,3,0,0,2021,12,10,1,50,2021,12,10,12,10
907,317,TLV,LHR,0,789,4X-EDL,270,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,3,0,2021,12,15,13,50,2021,12,15,19,20
908,318,LHR,TLV,5,789,4X-EDL,255,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,1,0,2021,12,15,20,55,2021,12,16,1,40
909,323,TLV,CDG,5,789,4X-EDL,257,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,2,2,0,2021,12,16,7,0,2021,12,16,12,0
910,324,CDG,TLV,2,789,4X-EDL,226,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,2,51,0,2021,12,16,13,45,2021,12,16,18,0
911,323,TLV,CDG,21,789,4X-EDL,254,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2021,12,19,7,0,2021,12,19,12,0
912,324,CDG,TLV,97,789,4X-EDL,228,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,0,0,2021,12,19,13,45,2021,12,19,18,0
913,1,TLV,JFK,88,789,4X-EDL,701,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,55,0,0,2021,12,20,22,45,2021,12,21,10,45
914,1,TLV,JFK,23,789,4X-EDL,687,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,1,2,0,2021,12,22,22,45,2021,12,23,10,45
915,2,JFK,TLV,38,789,4X-EDL,565,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,0,1,0,2021,12,23,21,0,2021,12,24,7,20
916,75,TLV,HKG,0,789,4X-EDL,583,TLV_TLV_TLV_TLV_TLV_TLV_3,HKG_HKG_HKG_HKG_HKG_HKG_1,32.000454,34.870743,22.315248,113.93649,0,2,0,2021,12,27,10,0,2021,12,27,20,20
917,75,TLV,HKG,6,789,4X-EDL,582,TLV_TLV_TLV_TLV_TLV_TLV_3,HKG_HKG_HKG_HKG_HKG_HKG_1,32.000454,34.870743,22.315248,113.93649,51,1,0,2021,12,29,7,0,2021,12,29,17,20
918,5,TLV,LAX,22,789,4X-EDL,885,TLV_TLV_TLV_TLV_TLV_TLV_3,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,32.000454,34.870743,33.943398,-118.40828,0,2,0,2022,1,3,23,5,2022,1,4,14,0
919,6,LAX,TLV,0,789,4X-EDL,779,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,TLV_TLV_TLV_TLV_TLV_TLV_3,33.943398,-118.40828,32.000454,34.870743,0,51,0,2022,1,4,22,0,2022,1,5,12,0
920,323,TLV,CDG,11,789,4X-EDL,252,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2022,1,12,7,0,2022,1,12,12,0
921,324,CDG,TLV,9,789,4X-EDL,239,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,2,0,2022,1,12,13,45,2022,1,12,18,0
922,323,TLV,CDG,3,789,4X-EDL,260,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2022,1,17,7,0,2022,1,17,12,0
923,324,CDG,TLV,10,789,4X-EDL,228,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,0,0,2022,1,17,13,45,2022,1,17,18,0
924,323,TLV,CDG,4,789,4X-EDL,259,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,53,3,0,2022,1,19,7,0,2022,1,19,12,0
925,324,CDG,TLV,25,789,4X-EDL,233,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,51,0,2022,1,19,13,45,2022,1,19,18,0
926,323,TLV,CDG,0,789,4X-EDL,253,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2022,1,25,7,0,2022,1,25,12,0
927,324,CDG,TLV,6,789,4X-EDL,234,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,0,0,2022,1,25,13,45,2022,1,25,18,0
928,317,TLV,LHR,12,789,4X-EDL,287,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,1,0,0,2022,1,27,13,15,2022,1,27,18,45
929,318,LHR,TLV,1,789,4X-EDL,238,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,0,53,0,2022,1,27,20,20,2022,1,28,1,5
930,323,TLV,CDG,0,789,4X-EDL,269,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,2,51,0,2022,1,31,7,0,2022,1,31,12,0
931,324,CDG,TLV,0,789,4X-EDL,217,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,3,0,2022,1,31,13,45,2022,1,31,18,0
932,323,TLV,CDG,11,789,4X-EDL,262,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2022,2,2,7,0,2022,2,2,12,0
933,324,CDG,TLV,9,789,4X-EDL,226,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,0,0,2022,2,2,13,45,2022,2,2,18,0
934,325,TLV,CDG,38,789,4X-EDL,261,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,1,3,0,2022,2,3,14,50,2022,2,3,19,55
935,326,CDG,TLV,6,789,4X-EDL,229,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,3,51,0,2022,2,3,21,30,2022,2,4,1,55
936,1,TLV,JFK,24,789,4X-EDL,708,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,51,0,0,2022,2,5,22,45,2022,2,6,10,45
937,8,JFK,TLV,75,789,4X-EDL,528,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,0,2,0,2022,2,6,4,50,2022,2,6,15,10
938,27,TLV,EWR,136,789,4X-EDL,712,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,1,71,0,2022,2,6,23,0,2022,2,7,11,0
939,8,JFK,TLV,5,789,4X-EDL,560,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,2,0,0,2022,2,7,4,50,2022,2,7,15,10
940,27,TLV,EWR,62,789,4X-EDL,717,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,1,0,2022,2,7,23,0,2022,2,8,11,0
941,26,EWR,TLV,3,789,4X-EDL,570,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,0,51,0,2022,2,9,1,50,2022,2,9,12,10
942,17,TLV,MIA,11,789,4X-EDL,784,TLV_TLV_TLV_TLV_TLV_TLV_3,MIA_MIA_MIA_MIA_MIA_MIA_S,32.000454,34.870743,25.796,-80.27824,51,0,0,2022,2,9,23,0,2022,2,10,12,50
943,18,MIA,TLV,13,789,4X-EDL,664,MIA_MIA_MIA_MIA_MIA_MIA_S,TLV_TLV_TLV_TLV_TLV_TLV_3,25.796,-80.27824,32.000454,34.870743,0,1,0,2022,2,10,17,0,2022,2,11,4,45
944,973,TLV,DXB,138,789,4X-EDL,186,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,1,0,0,2022,3,1,10,30,2022,3,1,13,30
945,974,DXB,TLV,97,789,4X-EDL,186,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,0,2,0,2022,3,1,15,0,2022,3,1,18,45
946,973,TLV,DXB,5,789,4X-EDL,183,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,2,0,0,2022,3,2,10,30,2022,3,2,13,30
947,974,DXB,TLV,0,789,4X-EDL,182,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,0,1,0,2022,3,2,15,0,2022,3,2,18,45
948,973,TLV,DXB,0,789,4X-EDL,174,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,51,0,0,2022,3,3,10,30,2022,3,3,13,30
949,974,DXB,TLV,25,789,4X-EDL,196,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,0,51,0,2022,3,3,15,0,2022,3,3,18,45
950,971,TLV,DXB,7,789,4X-EDL,186,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,2,1,0,2022,3,4,4,15,2022,3,4,7,25
951,972,DXB,TLV,86,789,4X-EDL,203,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,1,1,0,2022,3,4,8,40,2022,3,4,12,25
952,323,TLV,CDG,6,789,4X-EDL,265,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,0,0,2022,3,7,7,0,2022,3,7,12,0
953,324,CDG,TLV,0,789,4X-EDL,220,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,1,1,0,2022,3,7,13,45,2022,3,7,18,0
954,323,TLV,CDG,6,789,4X-EDL,249,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,0,0,2022,3,9,7,0,2022,3,9,12,0
955,324,CDG,TLV,12,789,4X-EDL,226,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,1,51,0,2022,3,9,13,45,2022,3,9,18,0
956,323,TLV,CDG,0,789,4X-EDL,269,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,3,0,0,2022,3,14,7,0,2022,3,14,12,0
957,324,CDG,TLV,4,789,4X-EDL,214,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,1,1,0,2022,3,14,13,45,2022,3,14,18,0
958,6,LAX,TLV,4,789,4X-EDL,784,LAX_LAX_LAX_LAX_LAX_LAX_TBIT,TLV_TLV_TLV_TLV_TLV_TLV_3,33.943398,-118.40828,32.000454,34.870743,1,1,0,2022,3,15,22,0,2022,3,16,12,0
959,26,EWR,TLV,0,789,4X-EDL,554,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,1,0,0,2022,3,17,1,50,2022,3,17,12,10
960,26,EWR,TLV,52,789,4X-EDL,587,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,3,3,0,2022,3,18,1,0,2022,3,18,11,20
961,8,JFK,TLV,7,789,4X-EDL,596,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,3,2,0,2022,3,21,3,50,2022,3,21,14,10
962,7,TLV,JFK,39,789,4X-EDL,665,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,1,0,0,2022,3,21,10,30,2022,3,21,22,30
963,8,JFK,TLV,3,789,4X-EDL,602,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,1,0,0,2022,3,22,3,50,2022,3,22,14,10
964,973,TLV,DXB,23,789,4X-EDL,199,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,53,0,0,2022,3,24,10,0,2022,3,24,13,25
965,974,DXB,TLV,156,789,4X-EDL,193,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,0,51,0,2022,3,24,15,0,2022,3,24,18,45
966,27,TLV,EWR,49,789,4X-EDL,697,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,55,2,0,2022,3,24,23,0,2022,3,25,11,0
967,317,TLV,LHR,67,789,4X-EDL,277,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,0,0,2022,3,27,14,20,2022,3,27,19,45
968,318,LHR,TLV,58,789,4X-EDL,256,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,0,1,0,2022,3,27,21,20,2022,3,28,2,15
969,315,TLV,LHR,0,789,4X-EDL,274,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,1,0,2022,3,28,7,10,2022,3,28,12,35
970,316,LHR,TLV,24,789,4X-EDL,256,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,0,0,2022,3,28,14,15,2022,3,28,19,0
971,27,TLV,EWR,196,789,4X-EDL,665,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,1,0,2022,3,28,21,30,2022,3,29,9,15
972,26,EWR,TLV,16,789,4X-EDL,584,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,0,0,0,2022,3,30,1,0,2022,3,30,11,25
973,385,TLV,FCO,0,789,4X-EDL,184,TLV_TLV_TLV_TLV_TLV_TLV_3,FCO_FCO_FCO_FCO_FCO_FCO_3,32.000454,34.870743,41.794594,12.250346,0,2,0,2022,4,1,6,20,2022,4,1,10,0
974,386,FCO,TLV,0,789,4X-EDL,154,FCO_FCO_FCO_FCO_FCO_FCO_3,TLV_TLV_TLV_TLV_TLV_TLV_3,41.794594,12.250346,32.000454,34.870743,2,1,0,2022,4,1,11,30,2022,4,1,14,55
975,973,TLV,DXB,122,789,4X-EDL,185,TLV_TLV_TLV_TLV_TLV_TLV_3,DXB_DXB_DXB_DXB_DXB_DXB_1,32.000454,34.870743,25.248665,55.352917,1,0,0,2022,4,3,10,30,2022,4,3,13,50
976,974,DXB,TLV,140,789,4X-EDL,181,DXB_DXB_DXB_DXB_DXB_DXB_1,TLV_TLV_TLV_TLV_TLV_TLV_3,25.248665,55.352917,32.000454,34.870743,1,1,0,2022,4,3,15,25,2022,4,3,18,50
977,1,TLV,JFK,30,789,4X-EDL,679,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,0,0,0,2022,4,3,22,0,2022,4,4,9,50
978,4,JFK,TLV,15,789,4X-EDL,583,JFK_JFK_JFK_JFK_JFK_JFK_4,TLV_TLV_TLV_TLV_TLV_TLV_3,40.642334,-73.78817,32.000454,34.870743,2,0,0,2022,4,4,15,0,2022,4,5,1,30
979,17,TLV,MIA,149,789,4X-EDL,822,TLV_TLV_TLV_TLV_TLV_TLV_3,MIA_MIA_MIA_MIA_MIA_MIA_S,32.000454,34.870743,25.796,-80.27824,0,1,0,2022,4,4,21,15,2022,4,5,10,30
980,323,TLV,CDG,0,789,4X-EDL,273,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,3,0,2022,4,5,6,0,2022,4,5,10,50
981,324,CDG,TLV,9,789,4X-EDL,222,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,51,1,0,2022,4,5,12,45,2022,4,5,17,5
982,18,MIA,TLV,5,789,4X-EDL,640,MIA_MIA_MIA_MIA_MIA_MIA_S,TLV_TLV_TLV_TLV_TLV_TLV_3,25.796,-80.27824,32.000454,34.870743,51,1,0,2022,4,6,16,0,2022,4,7,4,0
983,315,TLV,LHR,0,789,4X-EDL,297,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,51,0,2022,4,7,7,10,2022,4,7,12,35
984,316,LHR,TLV,37,789,4X-EDL,236,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,51,0,0,2022,4,7,14,15,2022,4,7,19,0
985,27,TLV,EWR,56,789,4X-EDL,697,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,3,0,2022,4,7,21,30,2022,4,8,9,15
986,317,TLV,LHR,55,789,4X-EDL,289,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_2,32.000454,34.870743,51.469604,-0.453566,0,1,0,2022,4,10,14,20,2022,4,10,19,45
987,318,LHR,TLV,32,789,4X-EDL,226,LHR_LHR_LHR_LHR_LHR_LHR_2,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,1,0,2022,4,10,21,20,2022,4,11,2,15
988,9,TLV,JFK,95,789,4X-EDL,669,TLV_TLV_TLV_TLV_TLV_TLV_3,JFK_JFK_JFK_JFK_JFK_JFK_4,32.000454,34.870743,40.642334,-73.78817,0,0,0,2022,4,11,4,35,2022,4,11,16,25
