,flightNumber,departureAirportFsCode,arrivalAirportFsCode,delay_time,aircraft_model,tailnumber,flights_time,departureTerminal,arrivalTerminal,departureAirportLat,departureAirportLon,arrivalAirportLat,arrivalAirportLon,departureAirportWeather,arrivalAirportWeather,is_crestian_holiday,departureDate_year,departureDate_month,departureDate_day,departureDate_hour,departureDate_minute,arrivalDate_year,arrivalDate_month,arrivalDate_day,arrivalDate_hour,arrivalDate_minute
0,381,TLV,MXP,22,738,4X-EKH,204,TLV_TLV_TLV_TLV_TLV_TLV_3,MXP_MXP_MXP_MXP_MXP_MXP_1,32.000454,34.870743,45.627403,8.71237,1,0,0,2016,6,24,4,45,2016,6,24,9,0
1,382,MXP,TLV,20,737,4X-EKH,213,MXP_MXP_MXP_MXP_MXP_MXP_1,TLV_TLV_TLV_TLV_TLV_TLV_3,45.627403,8.71237,32.000454,34.870743,0,0,0,2016,6,24,10,5,2016,6,24,13,55
2,553,TLV,SOF,0,738,4X-EKH,133,TLV_TLV_TLV_TLV_TLV_TLV_3,SOF_SOF_SOF_SOF_SOF_SOF_T2,32.000454,34.870743,42.688343,23.41443,0,0,0,2016,6,25,18,30,2016,6,25,21,15
3,554,SOF,TLV,29,738,4X-EKH,137,SOF_SOF_SOF_SOF_SOF_SOF_2,TLV_TLV_TLV_TLV_TLV_TLV_3,42.688343,23.41443,32.000454,34.870743,0,0,0,2016,6,25,22,15,2016,6,26,0,40
4,382,MXP,TLV,396,738,4X-EKH,211,MXP_MXP_MXP_MXP_MXP_MXP_1,TLV_TLV_TLV_TLV_TLV_TLV_3,45.627403,8.71237,32.000454,34.870743,0,0,0,2016,6,26,10,5,2016,6,26,13,55
5,348,ZRH,TLV,332,738,4X-EKH,217,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,51,0,0,2016,6,27,10,40,2016,6,27,14,35
6,345,TLV,GVA,17,738,4X-EKH,250,TLV_TLV_TLV_TLV_TLV_TLV_3,GVA_GVA_GVA_GVA_GVA_GVA_1,32.000454,34.870743,46.229633,6.105774,1,0,0,2016,6,28,3,20,2016,6,28,7,55
7,357,TLV,FRA,35,738,4X-EKH,255,TLV_TLV_TLV_TLV_TLV_TLV_3,FRA_FRA_FRA_FRA_FRA_FRA_1,32.000454,34.870743,50.050735,8.570773,1,1,0,2016,6,29,3,10,2016,6,29,7,55
8,358,FRA,TLV,80,738,4X-EKH,232,FRA_FRA_FRA_FRA_FRA_FRA_1,TLV_TLV_TLV_TLV_TLV_TLV_3,50.050735,8.570773,32.000454,34.870743,1,0,0,2016,6,29,9,0,2016,6,29,13,5
9,562,WAW,TLV,85,738,4X-EKH,205,WAW_WAW_WAW_WAW_WAW_WAW_A,TLV_TLV_TLV_TLV_TLV_TLV_3,52.170906,20.97329,32.000454,34.870743,1,0,0,2016,6,29,19,15,2016,6,29,23,10
10,348,ZRH,TLV,43,738,4X-EKH,221,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,51,0,0,2016,6,30,10,40,2016,6,30,14,35
11,362,VIE,TLV,53,73H,4X-EKH,185,VIE_VIE_VIE_VIE_VIE_VIE_3,TLV_TLV_TLV_TLV_TLV_TLV_3,48.11972,16.563583,32.000454,34.870743,1,0,0,2016,7,1,10,5,2016,7,1,13,30
12,348,ZRH,TLV,48,738,4X-EKH,217,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,1,0,0,2016,7,3,10,40,2016,7,3,14,35
13,348,ZRH,TLV,170,738,4X-EKH,216,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,0,0,0,2016,7,4,10,40,2016,7,4,14,35
14,353,TLV,MUC,6,738,4X-EKH,229,TLV_TLV_TLV_TLV_TLV_TLV_3,MUC_MUC_MUC_MUC_MUC_MUC_1,32.000454,34.870743,48.353004,11.790143,0,1,0,2016,7,6,3,0,2016,7,6,7,15
15,354,MUC,TLV,29,738,4X-EKH,205,MUC_MUC_MUC_MUC_MUC_MUC_1,TLV_TLV_TLV_TLV_TLV_TLV_3,48.353004,11.790143,32.000454,34.870743,1,0,0,2016,7,6,8,20,2016,7,6,12,10
16,562,WAW,TLV,10,738,4X-EKH,202,WAW_WAW_WAW_WAW_WAW_WAW_A,TLV_TLV_TLV_TLV_TLV_TLV_3,52.170906,20.97329,32.000454,34.870743,55,0,0,2016,7,6,19,15,2016,7,6,23,10
17,248,ZRH,TLV,8,738,4X-EKH,215,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,1,0,0,2016,7,8,7,40,2016,7,8,11,35
18,348,ZRH,TLV,24,738,4X-EKH,217,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,0,0,0,2016,7,10,10,40,2016,7,10,14,35
19,348,ZRH,TLV,125,738,4X-EKH,214,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,2,0,0,2016,7,11,10,40,2016,7,11,14,35
20,381,TLV,MXP,97,737,4X-EKH,207,TLV_TLV_TLV_TLV_TLV_TLV_3,MXP_MXP_MXP_MXP_MXP_MXP_1,32.000454,34.870743,45.627403,8.71237,0,3,0,2016,7,12,4,45,2016,7,12,9,0
21,382,MXP,TLV,95,738,4X-EKH,208,MXP_MXP_MXP_MXP_MXP_MXP_1,TLV_TLV_TLV_TLV_TLV_TLV_3,45.627403,8.71237,32.000454,34.870743,1,0,0,2016,7,12,10,5,2016,7,12,13,55
22,345,TLV,GVA,40,73H,4X-EKH,254,TLV_TLV_TLV_TLV_TLV_TLV_3,GVA_GVA_GVA_GVA_GVA_GVA_1,32.000454,34.870743,46.229633,6.105774,0,51,0,2016,7,13,3,20,2016,7,13,7,55
23,351,TLV,MUC,10,738,4X-EKH,221,TLV_TLV_TLV_TLV_TLV_TLV_3,MUC_MUC_MUC_MUC_MUC_MUC_1,32.000454,34.870743,48.353004,11.790143,0,61,0,2016,7,13,14,45,2016,7,13,19,0
24,352,MUC,TLV,49,738,4X-EKH,217,MUC_MUC_MUC_MUC_MUC_MUC_1,TLV_TLV_TLV_TLV_TLV_TLV_3,48.353004,11.790143,32.000454,34.870743,61,0,0,2016,7,13,20,5,2016,7,13,23,55
25,357,TLV,FRA,15,738,4X-EKH,229,TLV_TLV_TLV_TLV_TLV_TLV_3,FRA_FRA_FRA_FRA_FRA_FRA_1,32.000454,34.870743,50.050735,8.570773,0,1,0,2016,7,14,3,10,2016,7,14,7,55
26,358,FRA,TLV,32,738,4X-EKH,220,FRA_FRA_FRA_FRA_FRA_FRA_1,TLV_TLV_TLV_TLV_TLV_TLV_3,50.050735,8.570773,32.000454,34.870743,1,0,0,2016,7,14,9,0,2016,7,14,13,5
27,397,TLV,MAD,35,73H,4X-EKH,304,TLV_TLV_TLV_TLV_TLV_TLV_3,MAD_MAD_MAD_MAD_MAD_MAD_4S,32.000454,34.870743,40.46515,-3.570209,0,0,0,2016,7,14,14,25,2016,7,14,19,55
28,398,MAD,TLV,22,73H,4X-EKH,259,MAD_MAD_MAD_MAD_MAD_MAD_4S,TLV_TLV_TLV_TLV_TLV_TLV_3,40.46515,-3.570209,32.000454,34.870743,0,0,0,2016,7,14,21,10,2016,7,15,1,50
29,348,ZRH,TLV,49,738,4X-EKH,225,ZRH_ZRH_ZRH_ZRH_ZRH_ZRH_2,TLV_TLV_TLV_TLV_TLV_TLV_3,47.450603,8.561746,32.000454,34.870743,51,0,0,2016,7,15,9,55,2016,7,15,13,50
30,283,TLV,FCO,6,738,4X-EKH,192,TLV_TLV_TLV_TLV_TLV_TLV_3,FCO_FCO_FCO_FCO_FCO_FCO_3,32.000454,34.870743,41.794594,12.250346,0,0,0,2016,7,16,17,45,2016,7,16,21,30
31,284,FCO,TLV,15,738,4X-EKH,182,FCO_FCO_FCO_FCO_FCO_FCO_5,TLV_TLV_TLV_TLV_TLV_TLV_3,41.794594,12.250346,32.000454,34.870743,0,1,0,2016,7,16,22,35,2016,7,17,2,0
32,345,TLV,GVA,17,73H,4X-EKH,238,TLV_TLV_TLV_TLV_TLV_TLV_3,GVA_GVA_GVA_GVA_GVA_GVA_1,32.000454,34.870743,46.229633,6.105774,0,0,0,2016,7,17,3,20,2016,7,17,7,55
33,391,TLV,BCN,54,73H,4X-EKH,256,TLV_TLV_TLV_TLV_TLV_TLV_3,BCN_BCN_BCN_BCN_BCN_BCN_1,32.000454,34.870743,41.30303,2.07593,0,0,0,2016,7,17,14,55,2016,7,17,19,45
34,392,BCN,TLV,63,73H,4X-EKH,225,BCN_BCN_BCN_BCN_BCN_BCN_1,TLV_TLV_TLV_TLV_TLV_TLV_3,41.30303,2.07593,32.000454,34.870743,0,1,0,2016,7,17,20,55,2016,7,18,1,10
35,551,TLV,SOF,13,738,4X-EKH,131,TLV_TLV_TLV_TLV_TLV_TLV_3,SOF_SOF_SOF_SOF_SOF_SOF_T2,32.000454,34.870743,42.688343,23.41443,1,3,0,2016,7,18,4,0,2016,7,18,6,45
36,552,SOF,TLV,21,738,4X-EKH,129,SOF_SOF_SOF_SOF_SOF_SOF_2,TLV_TLV_TLV_TLV_TLV_TLV_3,42.688343,23.41443,32.000454,34.870743,3,0,0,2016,7,18,7,50,2016,7,18,10,15
37,551,TLV,SOF,26,738,4X-EKH,126,TLV_TLV_TLV_TLV_TLV_TLV_3,SOF_SOF_SOF_SOF_SOF_SOF_2,32.000454,34.870743,42.688343,23.41443,0,1,0,2016,7,19,15,30,2016,7,19,18,15
38,552,SOF,TLV,6,738,4X-EKH,124,SOF_SOF_SOF_SOF_SOF_SOF_2,TLV_TLV_TLV_TLV_TLV_TLV_3,42.688343,23.41443,32.000454,34.870743,1,0,0,2016,7,19,19,15,2016,7,19,21,40
39,564,WAW,TLV,3,738,4X-EKH,213,WAW_WAW_WAW_WAW_WAW_WAW_A,TLV_TLV_TLV_TLV_TLV_TLV_3,52.170906,20.97329,32.000454,34.870743,0,0,0,2016,7,20,7,15,2016,7,20,11,10
40,364,VIE,TLV,12,73H,4X-EKH,191,VIE_VIE_VIE_VIE_VIE_VIE_3,TLV_TLV_TLV_TLV_TLV_TLV_3,48.11972,16.563583,32.000454,34.870743,0,0,0,2016,7,21,18,30,2016,7,21,21,55
41,215,TLV,LHR,0,789,4X-EDA,289,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,51,0,2017,9,4,8,35,2017,9,4,13,55
42,216,LHR,TLV,0,789,4X-EDA,248,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,9,4,16,0,2017,9,4,20,50
43,315,TLV,LHR,0,789,4X-EDA,272,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,2,0,2017,9,12,7,15,2017,9,12,12,35
44,316,LHR,TLV,1,789,4X-EDA,245,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,0,0,2017,9,12,14,55,2017,9,12,19,45
45,315,TLV,LHR,159,789,4X-EDA,306,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,1,0,2017,9,13,7,15,2017,9,13,12,35
46,316,LHR,TLV,155,789,4X-EDA,244,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,0,0,2017,9,13,14,25,2017,9,13,19,15
47,315,TLV,LHR,7,789,4X-EDA,287,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,2,0,2017,9,14,7,15,2017,9,14,12,35
48,316,LHR,TLV,41,789,4X-EDA,247,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,1,0,2017,9,14,14,25,2017,9,14,19,15
49,319,TLV,CDG,0,789,4X-EDA,258,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,2,1,0,2017,9,15,3,0,2017,9,15,7,55
50,320,CDG,TLV,0,789,4X-EDA,224,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,2,0,0,2017,9,15,9,30,2017,9,15,13,55
51,315,TLV,LHR,0,789,4X-EDA,269,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,51,0,2017,9,17,7,15,2017,9,17,12,35
52,316,LHR,TLV,0,789,4X-EDA,247,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,51,0,0,2017,9,17,14,25,2017,9,17,19,15
53,315,TLV,LHR,0,789,4X-EDA,288,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,2,0,2017,9,18,7,15,2017,9,18,12,35
54,316,LHR,TLV,2,789,4X-EDA,247,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,9,18,14,25,2017,9,18,19,15
55,315,TLV,LHR,4,789,4X-EDA,281,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,9,19,7,15,2017,9,19,12,35
56,316,LHR,TLV,20,789,4X-EDA,256,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,9,19,14,25,2017,9,19,19,15
57,315,TLV,LHR,8,789,4X-EDA,279,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,1,0,2017,9,24,7,15,2017,9,24,12,35
58,316,LHR,TLV,4,789,4X-EDA,250,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,0,0,2017,9,24,14,25,2017,9,24,19,15
59,315,TLV,LHR,13,789,4X-EDA,285,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,51,0,2017,9,25,7,15,2017,9,25,12,35
60,316,LHR,TLV,0,789,4X-EDA,251,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,51,1,0,2017,9,25,14,25,2017,9,25,19,15
61,315,TLV,LHR,0,789,4X-EDA,272,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,2,2,0,2017,9,26,7,15,2017,9,26,12,35
62,316,LHR,TLV,13,789,4X-EDA,249,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,0,0,2017,9,26,14,25,2017,9,26,19,15
63,315,TLV,LHR,0,789,4X-EDA,289,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,3,0,2017,9,27,7,15,2017,9,27,12,35
64,316,LHR,TLV,39,789,4X-EDA,247,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,0,0,2017,9,27,14,25,2017,9,27,19,15
65,315,TLV,LHR,7,789,4X-EDA,285,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,1,0,2017,9,28,7,15,2017,9,28,12,35
66,316,LHR,TLV,0,789,4X-EDA,252,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,0,0,2017,9,28,14,25,2017,9,28,19,15
67,317,TLV,LHR,63,789,4X-EDA,297,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,10,1,14,15,2017,10,1,19,45
68,318,LHR,TLV,56,789,4X-EDA,243,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,10,1,21,30,2017,10,2,2,20
69,315,TLV,LHR,43,789,4X-EDA,305,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,10,2,7,15,2017,10,2,12,35
70,316,LHR,TLV,61,789,4X-EDA,238,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,10,2,14,25,2017,10,2,19,15
71,315,TLV,LHR,15,789,4X-EDA,296,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,10,3,7,15,2017,10,3,12,35
72,316,LHR,TLV,2,789,4X-EDA,241,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,10,3,14,25,2017,10,3,19,15
73,319,TLV,CDG,13,789,4X-EDA,259,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,1,1,0,2017,10,4,3,0,2017,10,4,7,55
74,320,CDG,TLV,58,789,4X-EDA,222,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,1,0,0,2017,10,4,9,30,2017,10,4,13,55
75,319,TLV,CDG,7,789,4X-EDA,262,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,51,1,0,2017,10,6,3,0,2017,10,6,7,55
76,320,CDG,TLV,48,789,4X-EDA,225,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,2,0,0,2017,10,6,9,30,2017,10,6,13,55
77,315,TLV,LHR,3,789,4X-EDA,280,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,10,8,7,15,2017,10,8,12,35
78,316,LHR,TLV,0,789,4X-EDA,232,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,0,0,2017,10,8,14,25,2017,10,8,19,15
79,315,TLV,LHR,23,789,4X-EDA,301,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,53,3,0,2017,10,9,7,15,2017,10,9,12,35
80,316,LHR,TLV,7,789,4X-EDA,236,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,1,0,2017,10,9,14,25,2017,10,9,19,15
81,318,LHR,TLV,29,789,4X-EDA,243,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,1,0,2017,10,10,21,30,2017,10,11,2,20
82,315,TLV,LHR,2,789,4X-EDA,293,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,3,0,2017,10,13,7,15,2017,10,13,12,35
83,318,LHR,TLV,11,789,4X-EDA,254,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,1,0,0,2017,10,14,21,30,2017,10,15,2,20
84,323,TLV,CDG,23,789,4X-EDA,242,TLV_TLV_TLV_TLV_TLV_TLV_3,CDG_CDG_CDG_CDG_CDG_CDG_2A,32.000454,34.870743,49.003197,2.567023,0,0,0,2017,10,15,6,0,2017,10,15,10,50
85,324,CDG,TLV,29,789,4X-EDA,240,CDG_CDG_CDG_CDG_CDG_CDG_2A,TLV_TLV_TLV_TLV_TLV_TLV_3,49.003197,2.567023,32.000454,34.870743,0,0,0,2017,10,15,13,5,2017,10,15,17,20
86,315,TLV,LHR,177,789,4X-EDA,281,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,1,0,2017,10,16,7,15,2017,10,16,12,35
87,27,TLV,EWR,62,789,4X-EDA,678,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,0,0,2017,10,19,21,30,2017,10,20,9,40
88,26,EWR,TLV,160,789,4X-EDA,570,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,0,0,0,2017,10,22,3,30,2017,10,22,14,10
89,27,TLV,EWR,61,789,4X-EDA,641,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,1,3,0,2017,10,22,21,30,2017,10,23,9,40
90,28,EWR,TLV,8,789,4X-EDA,600,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,51,1,0,2017,10,23,17,30,2017,10,24,4,10
91,315,TLV,LHR,41,789,4X-EDA,300,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,1,3,0,2017,10,24,7,15,2017,10,24,12,35
92,316,LHR,TLV,15,789,4X-EDA,256,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,10,24,14,25,2017,10,24,19,15
93,27,TLV,EWR,47,789,4X-EDA,676,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,1,0,2017,10,24,21,30,2017,10,25,9,40
94,28,EWR,TLV,0,789,4X-EDA,609,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,1,0,0,2017,10,25,17,30,2017,10,26,4,10
95,315,TLV,LHR,0,789,4X-EDA,298,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,0,3,0,2017,10,26,7,15,2017,10,26,12,35
96,316,LHR,TLV,23,789,4X-EDA,258,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,51,0,0,2017,10,26,14,25,2017,10,26,19,15
97,27,TLV,EWR,92,789,4X-EDA,648,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,0,0,2017,10,26,21,30,2017,10,27,9,40
98,26,EWR,TLV,34,789,4X-EDA,600,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,3,0,0,2017,10,29,3,30,2017,10,29,13,50
99,27,TLV,EWR,99,789,4X-EDA,707,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,0,51,0,2017,10,29,23,0,2017,10,30,10,55
100,28,EWR,TLV,111,789,4X-EDA,583,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,2,1,0,2017,10,30,18,15,2017,10,31,4,35
101,315,TLV,LHR,16,789,4X-EDA,303,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,51,2,0,2017,10,31,7,5,2017,10,31,12,35
102,316,LHR,TLV,2,789,4X-EDA,244,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,2,1,0,2017,10,31,14,20,2017,10,31,19,5
103,28,EWR,TLV,42,789,4X-EDA,607,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,3,1,0,2017,11,1,18,15,2017,11,2,4,35
104,315,TLV,LHR,50,789,4X-EDA,299,TLV_TLV_TLV_TLV_TLV_TLV_3,LHR_LHR_LHR_LHR_LHR_LHR_4,32.000454,34.870743,51.469604,-0.453566,51,3,0,2017,11,2,7,5,2017,11,2,12,35
105,316,LHR,TLV,38,789,4X-EDA,246,LHR_LHR_LHR_LHR_LHR_LHR_4,TLV_TLV_TLV_TLV_TLV_TLV_3,51.469604,-0.453566,32.000454,34.870743,3,0,0,2017,11,2,14,20,2017,11,2,19,5
106,27,TLV,EWR,81,789,4X-EDA,707,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,1,1,0,2017,11,2,23,0,2017,11,3,10,55
107,26,EWR,TLV,39,789,4X-EDA,572,EWR_EWR_EWR_EWR_EWR_EWR_B,TLV_TLV_TLV_TLV_TLV_TLV_3,40.68907,-74.17876,32.000454,34.870743,3,0,0,2017,11,5,3,30,2017,11,5,13,50
108,27,TLV,EWR,85,789,4X-EDA,712,TLV_TLV_TLV_TLV_TLV_TLV_3,EWR_EWR_EWR_EWR_EWR_EWR_B,32.000454,34.870743,40.68907,-74.17876,2,3,0,2017,11,5,23,0,2017,11,6,10,55
